,carat,price,cut__Fair,cut__Good,cut__Ideal,cut__Premium,cut__Very Good,color__D,color__E,color__F,color__G,color__H,color__I,color__J,clarity__I1,clarity__IF,clarity__SI1,clarity__SI2,clarity__VS1,clarity__VS2,clarity__VVS1,clarity__VVS2
12912,1.13,5376,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12913,1.13,5376,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12914,1.2,5376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12915,1.2,5376,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12916,1.2,5376,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12917,1.28,5376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12918,1.2,5376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12919,1.2,5376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12920,1.2,5376,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12921,1.0,5376,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12922,1.03,5378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12923,1.13,5378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12924,1.18,5378,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12925,1.01,5378,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12926,1.03,5378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12927,1.01,5379,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12928,1.04,5381,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12929,1.24,5382,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12930,1.31,5382,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12931,1.14,5382,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12932,1.02,5383,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12933,1.01,5383,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12934,1.11,5384,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12935,1.13,5384,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12936,1.0,5384,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12937,1.09,5384,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12938,1.15,5384,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12939,1.09,5384,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12940,1.0,5385,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12941,1.2,5385,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12942,1.0,5385,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12943,1.01,5385,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12944,1.01,5385,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12945,1.01,5386,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12946,0.9,5386,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12947,1.11,5386,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12948,1.23,5386,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12949,0.9,5387,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12950,1.01,5387,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12951,1.01,5387,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12952,1.01,5387,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12953,1.3,5387,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12954,1.21,5387,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12955,1.21,5387,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12956,1.0,5387,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12957,1.0,5387,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
12958,1.21,5387,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12959,1.16,5388,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12960,1.21,5390,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12961,1.0,5390,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12962,1.0,5390,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12963,1.0,5390,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12964,1.0,5390,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12965,1.19,5390,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12966,0.92,5390,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12967,1.25,5390,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
12968,1.12,5392,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12969,1.14,5392,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12970,1.06,5393,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12971,1.02,5393,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12972,1.01,5393,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12973,1.03,5393,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12974,1.03,5393,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12975,1.07,5393,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12976,1.06,5393,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12977,0.91,5394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12978,1.01,5394,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12979,1.25,5395,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12980,1.11,5395,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
12981,1.11,5395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12982,1.11,5395,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12983,1.11,5395,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12984,1.25,5396,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
12985,1.0,5396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12986,1.0,5396,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12987,1.0,5396,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12988,1.0,5396,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12989,1.22,5397,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
12990,1.02,5398,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12991,1.02,5398,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12992,1.26,5398,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
12993,1.02,5398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12994,1.02,5398,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12995,1.26,5398,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12996,1.01,5400,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12997,1.05,5400,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12998,1.09,5401,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
12999,1.09,5402,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13000,1.0,5404,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13001,1.22,5405,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13002,2.14,5405,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13003,1.07,5405,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13004,1.21,5405,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13005,1.27,5405,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13006,1.19,5406,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13007,1.05,5406,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13008,1.21,5407,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13009,1.02,5407,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13010,1.49,5407,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13011,1.23,5407,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13012,1.1,5407,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13013,1.0,5407,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13014,1.2,5408,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13015,1.13,5408,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13016,1.2,5408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13017,1.2,5408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13018,1.2,5408,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13019,1.11,5408,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13020,0.3,600,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13021,0.29,600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13022,0.31,600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
13023,0.31,600,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13024,0.26,600,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13025,0.26,600,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13026,0.26,600,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13027,0.26,600,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13028,0.26,600,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13029,0.23,600,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13030,0.26,600,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13031,0.41,600,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
13032,0.41,600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13033,0.38,600,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13034,0.36,600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13035,0.38,600,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13036,0.36,600,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13037,0.36,600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13038,0.36,600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13039,0.36,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13040,0.36,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13041,0.36,600,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13042,0.36,600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13043,0.36,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13044,0.36,600,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13045,0.36,600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13046,0.26,601,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13047,0.38,601,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13048,0.3,601,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13049,0.3,601,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13050,1.11,5408,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13051,1.11,5408,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13052,1.09,5410,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13053,1.5,5410,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
13054,1.03,5410,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13055,1.13,5410,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13056,1.0,5410,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13057,1.01,5411,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13058,1.01,5411,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13059,0.91,5411,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13060,0.93,5411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13061,1.03,5411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13062,1.01,5411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13063,1.16,5411,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13064,1.16,5411,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13065,1.23,5412,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13066,1.5,5412,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13067,1.2,5412,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13068,1.23,5412,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13069,1.23,5412,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13070,1.24,5412,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13071,1.13,5412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13072,1.18,5412,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13073,1.17,5412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13074,1.26,5412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13075,1.26,5412,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13076,1.0,5413,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13077,1.06,5415,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13078,1.01,5416,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13079,1.01,5416,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13080,1.01,5416,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13081,1.01,5416,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13082,1.5,5416,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13083,1.04,5416,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13084,1.04,5416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13085,1.03,5418,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13086,1.03,5418,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13087,1.01,5418,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13088,1.29,5418,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13089,1.28,5419,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13090,1.08,5419,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13091,1.0,5420,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
13092,1.46,5421,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13093,1.3,5421,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13094,1.09,5421,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13095,1.21,5421,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13096,1.21,5421,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13097,1.21,5421,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13098,1.21,5421,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13099,1.01,5422,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13100,0.81,5423,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13101,1.17,5423,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13102,1.02,5424,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13103,1.1,5424,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13104,1.07,5424,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13105,1.14,5424,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13106,1.02,5426,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13107,1.02,5426,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13108,1.02,5426,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13109,1.02,5426,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13110,1.24,5427,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13111,1.27,5428,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13112,1.11,5428,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13113,1.09,5428,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13114,1.02,5429,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13115,1.31,5429,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13116,1.21,5430,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13117,1.02,5430,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13118,2.15,5430,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
13119,1.01,5430,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13120,0.91,5430,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13121,1.01,5430,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13122,1.01,5430,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13123,1.01,5430,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13124,1.01,5430,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13125,1.22,5431,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13126,1.21,5431,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13127,0.91,5431,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13128,1.02,5432,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13129,1.01,5433,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13130,1.01,5433,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13131,1.05,5433,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13132,1.15,5433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13133,1.11,5433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13134,1.11,5433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13135,1.26,5434,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13136,1.06,5435,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13137,1.07,5436,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13138,1.05,5436,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13139,1.07,5436,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13140,1.22,5436,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13141,1.22,5436,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13142,1.01,5437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13143,1.33,5437,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
13144,1.05,5438,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13145,1.3,5438,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13146,1.11,5438,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13147,0.9,5438,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13148,1.01,5439,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13149,0.9,5439,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
13150,1.08,5439,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13151,1.19,5439,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13152,1.11,5439,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13153,1.27,5442,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13154,1.01,5443,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13155,1.01,5443,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13156,1.01,5443,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13157,1.01,5443,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13158,1.01,5443,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13159,1.01,5443,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13160,1.01,5443,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13161,1.01,5443,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13162,1.2,5443,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
13163,1.24,5443,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13164,1.24,5444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13165,1.24,5444,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13166,1.07,5444,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13167,1.0,5445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13168,1.0,5445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13169,1.0,5445,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13170,1.06,5445,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13171,1.2,5445,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
13172,1.03,5445,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13173,1.31,5446,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13174,1.31,5446,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13175,1.04,5447,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13176,1.12,5447,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13177,1.37,5449,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13178,1.11,5450,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13179,1.11,5450,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13180,1.31,5450,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13181,0.9,5450,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
13182,1.2,5451,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13183,1.18,5451,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13184,1.12,5451,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
13185,1.04,5451,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13186,1.24,5451,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13187,1.21,5452,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13188,1.21,5452,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
