carat,clarity,color,culet,cut,date,dateSet,depth,detailsPageUrl,fluorescence,hasVisualization,id,imageUrl,lxwRatio,measurements,polish,price,pricePerCarat,sellingIndex,shapeCode,shapeName,skus,symmetry,table,v360BaseUrl,visualizationImageUrl,willArriveForHoliday
['1.01'],['VS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.2'],./diamond-details/LD12882820,['None'],[True],LD12882820,,['1.01'],"[{'label': '6.42 x 6.46 x 4.01 mm', 'labelSmall': '6.42 x 6.46 x 4.01'}]",['Excellent'],8590,"['$8,505']",0.10332001,['RD'],['Round'],['LD12882820'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-3335585799/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3335585799/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.4'],./diamond-details/LD12506130,['Faint'],[True],LD12506130,,['1.01'],"[{'label': '6.37 x 6.33 x 4.02 mm', 'labelSmall': '6.37 x 6.33 x 4.02'}]",['Excellent'],8593,"['$8,508']",0.41346735,['RD'],['Round'],['LD12506130'],['Excellent'],['55.0'],https://bluenile.v360.in/50/imaged/gia-2326927083/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326927083/still_230x230.jpg,False
['1.00'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.3'],./diamond-details/LD12242812,['None'],[True],LD12242812,,['1.01'],"[{'label': '6.33 x 6.38 x 3.96 mm', 'labelSmall': '6.33 x 6.38 x 3.96'}]",['Excellent'],8595,"['$8,595']",0.38975927,['RD'],['Round'],['LD12242812'],['Excellent'],['61.0'],https://bluenile.v360.in/41/imaged/gia-7303899495/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7303899495/still_230x230.jpg,False
['1.01'],['VVS1'],['D'],['Very Small'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 27'],['Sep 30'],['62.3'],./diamond-details/LD12352689,['None'],[False],LD12352689,,['1.01'],"[{'label': '6.40 x 6.31 x 3.96 mm', 'labelSmall': '6.40 x 6.31 x 3.96'}]",['Very Good'],8604,"['$8,519']",0.019547137,['RD'],['Round'],['LD12352689'],['Good'],['63.0'],,,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.8'],./diamond-details/LD12378960,['None'],[True],LD12378960,,['1.01'],"[{'label': '6.36 x 6.40 x 4.01 mm', 'labelSmall': '6.36 x 6.40 x 4.01'}]",['Excellent'],8606,"['$8,606']",0.12871258,['RD'],['Round'],['LD12378960'],['Excellent'],['56.0'],https://bluenile.v360.in/11/imaged/gia-5323724699/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5323724699/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.7'],./diamond-details/LD12468093,['None'],[True],LD12468093,,['1.01'],"[{'label': '6.33 x 6.37 x 3.98 mm', 'labelSmall': '6.33 x 6.37 x 3.98'}]",['Excellent'],8606,"['$8,606']",0.09705372,['RD'],['Round'],['LD12468093'],['Excellent'],['56.0'],https://bluenile.v360.in/11/imaged/gia-2326875546/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2326875546/still_230x230.jpg,False
['1.00'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD12721068,['None'],[True],LD12721068,,['1.01'],"[{'label': '6.34 x 6.38 x 4.00 mm', 'labelSmall': '6.34 x 6.38 x 4.00'}]",['Excellent'],8606,"['$8,606']",0.32354575,['RD'],['Round'],['LD12721068'],['Excellent'],['58.0'],https://bluenile.v360.in/11/imaged/gia-1338260977/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1338260977/still_230x230.jpg,False
['0.97'],['IF'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.9'],./diamond-details/LD11427774,['None'],[True],LD11427774,,['1.01'],"[{'label': '6.27 x 6.31 x 3.96 mm', 'labelSmall': '6.27 x 6.31 x 3.96'}]",['Excellent'],8608,"['$8,874']",0.23117417,['RD'],['Round'],['LD11427774'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-7308612355/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7308612355/still_230x230.jpg,False
['0.97'],['IF'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['57.7'],./diamond-details/LD12640856,['None'],[True],LD12640856,,['1.01'],"[{'label': '6.55 x 6.59 x 3.79 mm', 'labelSmall': '6.55 x 6.59 x 3.79'}]",['Excellent'],8609,"['$8,875']",0.27732387,['RD'],['Round'],['LD12640856'],['Excellent'],['60.0'],https://bluenile.v360.in/2/imaged/gia-7338055121/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7338055121/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['63.0'],./diamond-details/LD08742379,['Faint'],[True],LD08742379,,['1.00'],"[{'label': '6.38 x 6.41 x 4.03 mm', 'labelSmall': '6.38 x 6.41 x 4.03'}]",['Excellent'],8613,"['$8,528']",0.27898306,['RD'],['Round'],['LD08742379'],['Excellent'],['58.0'],https://bluenile.v360.in/5/imaged/gia-1253637730/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1253637730/still_230x230.jpg,False
['1.01'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['61.8'],./diamond-details/LD12565143,['Faint'],[True],LD12565143,,['1.00'],"[{'label': '6.40 x 6.42 x 3.96 mm', 'labelSmall': '6.40 x 6.42 x 3.96'}]",['Excellent'],8613,"['$8,528']",0.27898306,['RD'],['Round'],['LD12565143'],['Excellent'],['58.0'],https://bluenile.v360.in/29/imaged/gia-5323521508/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5323521508/still_230x230.jpg,False
['0.96'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['61.4'],./diamond-details/LD12505889,['None'],[False],LD12505889,,['1.00'],"[{'label': '6.32 x 6.35 x 3.89 mm', 'labelSmall': '6.32 x 6.35 x 3.89'}]",['Excellent'],8615,"['$8,974']",0.08404175,['RD'],['Round'],['LD12505889'],['Excellent'],['58.0'],,,False
['1.00'],['VS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.5'],./diamond-details/LD12566928,['Faint'],[True],LD12566928,,['1.00'],"[{'label': '6.42 x 6.45 x 3.96 mm', 'labelSmall': '6.42 x 6.45 x 3.96'}]",['Excellent'],8631,"['$8,631']",0.08938413,['RD'],['Round'],['LD12566928'],['Excellent'],['56.0'],https://bluenile.v360.in/28/imaged/gia-6321770618/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6321770618/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.7'],./diamond-details/LD12573778,['None'],[True],LD12573778,,['1.01'],"[{'label': '6.36 x 6.30 x 4.03 mm', 'labelSmall': '6.36 x 6.30 x 4.03'}]",['Excellent'],8635,"['$8,635']",0.14917022,['RD'],['Round'],['LD12573778'],['Excellent'],['57.0'],https://bluenile.v360.in/63/imaged/gia-6262323831/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6262323831/still_230x230.jpg,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.2'],./diamond-details/LD12573779,['None'],[True],LD12573779,,['1.01'],"[{'label': '6.36 x 6.31 x 4.01 mm', 'labelSmall': '6.36 x 6.31 x 4.01'}]",['Excellent'],8635,"['$8,635']",0.14917022,['RD'],['Round'],['LD12573779'],['Excellent'],['57.0'],https://bluenile.v360.in/63/imaged/gia-5172209306/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5172209306/still_230x230.jpg,False
['1.00'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.9'],./diamond-details/LD11940210,['None'],[True],LD11940210,,['1.00'],"[{'label': '6.38 x 6.36 x 4.01 mm', 'labelSmall': '6.38 x 6.36 x 4.01'}]",['Excellent'],8639,"['$8,639']",0.36358693,['RD'],['Round'],['LD11940210'],['Excellent'],['56.0'],https://bluenile.v360.in/23/imaged/gia-7296755787/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7296755787/still_230x230.jpg,False
['1.00'],['VS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.0'],./diamond-details/LD02180080,['Medium Blue'],[False],LD02180080,,['1.01'],"[{'label': '6.47 x 6.39 x 3.99 mm', 'labelSmall': '6.47 x 6.39 x 3.99'}]",['Very Good'],8645,"['$8,645']",0.055897307,['RD'],['Round'],['LD02180080'],['Excellent'],['57.0'],,,False
['1.00'],['VVS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['59.2'],./diamond-details/LD12378959,['Faint'],[True],LD12378959,,['1.01'],"[{'label': '6.50 x 6.54 x 3.86 mm', 'labelSmall': '6.50 x 6.54 x 3.86'}]",['Excellent'],8648,"['$8,648']",0.45395902,['RD'],['Round'],['LD12378959'],['Very Good'],['56.0'],https://bluenile.v360.in/11/imaged/gia-6325720481/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6325720481/still_230x230.jpg,False
['1.01'],['VVS2'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['60.9'],./diamond-details/LD12909519,['None'],[False],LD12909519,,['1.00'],"[{'label': '6.50 x 6.53 x 3.97 mm', 'labelSmall': '6.50 x 6.53 x 3.97'}]",['Excellent'],8648,"['$8,562']",0.15938021,['RD'],['Round'],['LD12909519'],['Excellent'],['58.0'],,,False
['1.00'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.7'],./diamond-details/LD12700418,['None'],[False],LD12700418,,['1.00'],"[{'label': '6.42 x 6.44 x 3.97 mm', 'labelSmall': '6.42 x 6.44 x 3.97'}]",['Excellent'],8649,"['$8,649']",0.08274159,['RD'],['Round'],['LD12700418'],['Excellent'],['56.0'],,,False
['1.00'],['VVS2'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['62.3'],./diamond-details/LD10402408,['None'],[True],LD10402408,,['1.01'],"[{'label': '6.38 x 6.34 x 3.96 mm', 'labelSmall': '6.38 x 6.34 x 3.96'}]",['Excellent'],8652,"['$8,652']",0.31251466,['RD'],['Round'],['LD10402408'],['Very Good'],['60.0'],https://bluenile.v360.in/59/imaged/gia-2191365200/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2191365200/still_230x230.jpg,False
['0.92'],['IF'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['60.7'],./diamond-details/LD12312391,['None'],[True],LD12312391,,['1.01'],"[{'label': '6.36 x 6.32 x 3.85 mm', 'labelSmall': '6.36 x 6.32 x 3.85'}]",['Excellent'],8652,"['$9,404']",0.1778757,['RD'],['Round'],['LD12312391'],['Excellent'],['58.0'],https://bluenile.v360.in/67/imaged/gia-5326705656/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5326705656/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.2'],./diamond-details/LD12760099,['None'],[True],LD12760099,,['1.00'],"[{'label': '6.42 x 6.41 x 3.99 mm', 'labelSmall': '6.42 x 6.41 x 3.99'}]",['Excellent'],8653,"['$8,567']",0.15569891,['RD'],['Round'],['LD12760099'],['Excellent'],['58.0'],https://bluenile.v360.in/23/imaged/gia-5202493679/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5202493679/still_230x230.jpg,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.3'],./diamond-details/LD12836047,['None'],[True],LD12836047,,['1.01'],"[{'label': '6.33 x 6.42 x 3.97 mm', 'labelSmall': '6.33 x 6.42 x 3.97'}]",['Excellent'],8654,"['$8,568']",0.38792613,['RD'],['Round'],['LD12836047'],['Very Good'],['58.0'],https://bluenile.v360.in/29/imaged/gia-2338407149/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2338407149/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['63.2'],./diamond-details/LD12900990,['None'],[False],LD12900990,,['1.01'],"[{'label': '6.34 x 6.38 x 4.02 mm', 'labelSmall': '6.34 x 6.38 x 4.02'}]",['Excellent'],8654,"['$8,568']",0.054209474,['RD'],['Round'],['LD12900990'],['Excellent'],['56.0'],,,False
['1.00'],['VS1'],['E'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 23'],['Sep 24'],['63.9'],./diamond-details/LD11131357,['None'],[True],LD11131357,,['1.01'],"[{'label': '6.25 x 6.21 x 3.98 mm', 'labelSmall': '6.25 x 6.21 x 3.98'}]",['Very Good'],8656,"['$8,656']",0.05199872,['RD'],['Round'],['LD11131357'],['Very Good'],['57.0'],https://bluenile.v360.in/59/imaged/gia-6222736959/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6222736959/still_230x230.jpg,False
['1.01'],['VVS2'],['E'],['Very Small'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 25'],['Sep 26'],['58.1'],./diamond-details/LD04057438,['None'],[False],LD04057438,,['1.00'],"[{'label': '6.62 x 6.60 x 3.84 mm', 'labelSmall': '6.62 x 6.60 x 3.84'}]",['Very Good'],8660,"['$8,574']",0.055720173,['RD'],['Round'],['LD04057438'],['Excellent'],['57.0'],,,False
['1.01'],['VVS2'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.5'],./diamond-details/LD11922292,['Faint'],[True],LD11922292,,['1.00'],"[{'label': '6.49 x 6.52 x 3.94 mm', 'labelSmall': '6.49 x 6.52 x 3.94'}]",['Excellent'],8660,"['$8,574']",0.5746947,['RD'],['Round'],['LD11922292'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-1313946105/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1313946105/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.9'],./diamond-details/LD12828024,['None'],[True],LD12828024,,['1.01'],"[{'label': '6.45 x 6.41 x 3.98 mm', 'labelSmall': '6.45 x 6.41 x 3.98'}]",['Excellent'],8666,"['$8,580']",0.14550176,['RD'],['Round'],['LD12828024'],['Excellent'],['57.0'],https://bluenile.v360.in/19/imaged/gia-7331371189/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7331371189/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['59.8'],./diamond-details/LD12880449,['None'],[True],LD12880449,,['1.00'],"[{'label': '6.52 x 6.55 x 3.91 mm', 'labelSmall': '6.52 x 6.55 x 3.91'}]",['Excellent'],8666,"['$8,580']",0.19407383,['RD'],['Round'],['LD12880449'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-6332585804/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6332585804/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.5'],./diamond-details/LD12903646,['None'],[True],LD12903646,,['1.00'],"[{'label': '6.40 x 6.43 x 4.01 mm', 'labelSmall': '6.40 x 6.43 x 4.01'}]",['Excellent'],8666,"['$8,580']",0.1421579,['RD'],['Round'],['LD12903646'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-7331617573/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7331617573/still_230x230.jpg,False
['1.00'],['VVS2'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['61.1'],./diamond-details/LD12609555,['None'],[True],LD12609555,,['1.01'],"[{'label': '6.36 x 6.40 x 3.90 mm', 'labelSmall': '6.36 x 6.40 x 3.90'}]",['Excellent'],8667,"['$8,667']",0.41773698,['RD'],['Round'],['LD12609555'],['Excellent'],['59.0'],https://bluenile.v360.in/50/imaged/gia-5326818281/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5326818281/still_230x230.jpg,False
['1.00'],['VVS2'],['F'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['60.5'],./diamond-details/LD12909881,['None'],[False],LD12909881,,['1.00'],"[{'label': '6.43 x 6.46 x 3.90 mm', 'labelSmall': '6.43 x 6.46 x 3.90'}]",['Excellent'],8667,"['$8,667']",0.12836552,['RD'],['Round'],['LD12909881'],['Excellent'],['59.0'],,,False
['1.00'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['63.0'],./diamond-details/LD12851277,['Faint'],[True],LD12851277,,['1.00'],"[{'label': '6.36 x 6.38 x 4.01 mm', 'labelSmall': '6.36 x 6.38 x 4.01'}]",['Excellent'],8668,"['$8,668']",0.52749825,['RD'],['Round'],['LD12851277'],['Excellent'],['55.0'],https://bluenile.v360.in/29/imaged/gia-6332466919/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6332466919/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['Small'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 25'],['Sep 26'],['58.1'],./diamond-details/LD04353736,['None'],[False],LD04353736,,['1.02'],"[{'label': '6.63 x 6.51 x 3.82 mm', 'labelSmall': '6.63 x 6.51 x 3.82'}]",['Good'],8670,"['$8,584']",0.053402923,['RD'],['Round'],['LD04353736'],['Good'],['65.0'],,,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 25'],['Sep 26'],['62.5'],./diamond-details/LD12069004,['None'],[False],LD12069004,,['1.01'],"[{'label': '6.44 x 6.38 x 4.00 mm', 'labelSmall': '6.44 x 6.38 x 4.00'}]",['Excellent'],8670,"['$8,584']",0.04003593,['RD'],['Round'],['LD12069004'],['Very Good'],['57.0'],,,False
['1.00'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['60.9'],./diamond-details/LD11969366,['None'],[True],LD11969366,,['1.01'],"[{'label': '6.36 x 6.41 x 3.89 mm', 'labelSmall': '6.36 x 6.41 x 3.89'}]",['Excellent'],8671,"['$8,671']",0.16994333,['RD'],['Round'],['LD11969366'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-2324134110/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2324134110/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['63.1'],./diamond-details/LD12597469,['Faint'],[True],LD12597469,,['1.01'],"[{'label': '6.39 x 6.34 x 4.02 mm', 'labelSmall': '6.39 x 6.34 x 4.02'}]",['Excellent'],8672,"['$8,586']",0.43928513,['RD'],['Round'],['LD12597469'],['Excellent'],['58.0'],https://bluenile.v360.in/50/imaged/gia-6322987301/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6322987301/still_230x230.jpg,False
['1.01'],['VS2'],['D'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 26'],['Sep 27'],['62.5'],./diamond-details/LD12699417,['None'],[False],LD12699417,,['1.01'],"[{'label': '6.35 x 6.40 x 3.98 mm', 'labelSmall': '6.35 x 6.40 x 3.98'}]",['Excellent'],8672,"['$8,586']",0.0147840595,['RD'],['Round'],['LD12699417'],['Excellent'],['58.0'],,,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 25'],['Sep 26'],['62.3'],./diamond-details/LD12846232,['Faint'],[True],LD12846232,,['1.00'],"[{'label': '6.39 x 6.41 x 3.99 mm', 'labelSmall': '6.39 x 6.41 x 3.99'}]",['Excellent'],8672,"['$8,586']",0.4625162,['RD'],['Round'],['LD12846232'],['Excellent'],['58.0'],https://bluenile.v360.in/29/imaged/gia-3335305483/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3335305483/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 23'],['Sep 24'],['62.1'],./diamond-details/LD11131438,['Faint'],[True],LD11131438,,['1.01'],"[{'label': '6.43 x 6.35 x 3.97 mm', 'labelSmall': '6.43 x 6.35 x 3.97'}]",['Excellent'],8681,"['$8,595']",0.17913957,['RD'],['Round'],['LD11131438'],['Very Good'],['59.0'],https://bluenile.v360.in/59/imaged/gia-1172683393/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1172683393/still_230x230.jpg,False
['0.93'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['59.3'],./diamond-details/LD05617993,['None'],[True],LD05617993,,['1.01'],"[{'label': '6.40 x 6.36 x 3.79 mm', 'labelSmall': '6.40 x 6.36 x 3.79'}]",['Excellent'],8684,"['$9,338']",0.11557032,['RD'],['Round'],['LD05617993'],['Excellent'],['59.0'],https://bluenile.v360.in/67/imaged/gia-6192499560/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6192499560/still_230x230.jpg,False
['1.00'],['VVS2'],['E'],['None'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['Sep 26'],['Sep 27'],['61.8'],./diamond-details/LD12906004,['None'],[False],LD12906004,,['1.01'],"[{'label': '6.36 x 6.40 x 3.94 mm', 'labelSmall': '6.36 x 6.40 x 3.94'}]",['Excellent'],8686,"['$8,686']",0.05013973,['RD'],['Round'],['LD12906004'],['Excellent'],['61.0'],,,False
['0.90'],['VVS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['63.0'],./diamond-details/LD12898680,['None'],[True],LD12898680,,['1.01'],"[{'label': '6.10 x 6.14 x 3.86 mm', 'labelSmall': '6.10 x 6.14 x 3.86'}]",['Excellent'],8687,"['$9,652']",0.14785506,['RD'],['Round'],['LD12898680'],['Excellent'],['57.0'],https://bluenile.v360.in/50/imaged/gia-1339640305/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-1339640305/still_230x230.jpg,False
['1.01'],['VS1'],['D'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['62.8'],./diamond-details/LD12888716,['None'],[True],LD12888716,,['1.01'],"[{'label': '6.35 x 6.40 x 4.00 mm', 'labelSmall': '6.35 x 6.40 x 4.00'}]",['Excellent'],8692,"['$8,606']",0.16489057,['RD'],['Round'],['LD12888716'],['Excellent'],['58.0'],https://bluenile.v360.in/11/imaged/gia-6322720134/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6322720134/still_230x230.jpg,False
['0.90'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 27'],['Sep 30'],['59.0'],./diamond-details/LD05569497,['None'],[True],LD05569497,,['1.01'],"[{'label': '6.34 x 6.30 x 3.73 mm', 'labelSmall': '6.34 x 6.30 x 3.73'}]",['Excellent'],8693,"['$9,659']",0.0340032,['RD'],['Round'],['LD05569497'],['Excellent'],['59.0'],https://bluenile.v360.in/67/imaged/gia-2196406913/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2196406913/still_230x230.jpg,False
['1.00'],['VVS2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.8'],./diamond-details/LD12840032,['None'],[True],LD12840032,,['1.01'],"[{'label': '6.38 x 6.34 x 3.99 mm', 'labelSmall': '6.38 x 6.34 x 3.99'}]",['Excellent'],8694,"['$8,694']",0.47946388,['RD'],['Round'],['LD12840032'],['Excellent'],['56.0'],https://bluenile.v360.in/50/imaged/gia-2336555785/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2336555785/still_230x230.jpg,False
['1.00'],['VVS1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['59.5'],./diamond-details/LD12894774,['None'],[True],LD12894774,,['1.01'],"[{'label': '6.51 x 6.57 x 3.89 mm', 'labelSmall': '6.51 x 6.57 x 3.89'}]",['Excellent'],8696,"['$8,696']",0.42588383,['RD'],['Round'],['LD12894774'],['Excellent'],['60.0'],https://bluenile.v360.in/50/imaged/gia-5202313050/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-5202313050/still_230x230.jpg,False
['1.01'],['VVS1'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.6'],./diamond-details/LD12909469,['Faint'],[False],LD12909469,,['1.01'],"[{'label': '6.37 x 6.41 x 4.00 mm', 'labelSmall': '6.37 x 6.41 x 4.00'}]",['Excellent'],8699,"['$8,613']",0.27649415,['RD'],['Round'],['LD12909469'],['Excellent'],['56.0'],,,False
['0.95'],['IF'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['Sep 26'],['Sep 27'],['62.8'],./diamond-details/LD12803850,['None'],[True],LD12803850,,['1.01'],"[{'label': '6.25 x 6.21 x 3.92 mm', 'labelSmall': '6.25 x 6.21 x 3.92'}]",['Excellent'],8708,"['$9,166']",0.26239452,['RD'],['Round'],['LD12803850'],['Excellent'],['57.0'],https://bluenile.v360.in/19/imaged/gia-7331380466/1/,https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7331380466/still_230x230.jpg,False
['1.01'],['VS1'],['E'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['Sep 19'],['Sep 19'],['60.6'],./diamond-details/LD01027852,['None'],[False],LD01027852,,['1.01'],"[{'label': '6.43 x 6.47 x 3.91 mm', 'labelSmall': '6.43 x 6.47 x 3.91'}]",['Very Good'],8710,"['$8,624']",0.043368865,['RD'],['Round'],['LD01027852'],['Very Good'],['58.0'],,,False
